customer_id,age,gender,marital_status,dependents,location,contract_type,payment_method,monthly_charges,tenure_months,phone_service,internet_service,streaming_service,customer_rating,number_of_complaints,late_payments,last_interaction_days,churn
CUST-0482,52,Female,Single,No,Peshawar,Two Year,Cash,5662.8,42,Yes,No,Yes,5,5,1,261,1
CUST-0483,57,Male,Married,Yes,Islamabad,Month-to-Month,Credit Card,2711.49,3,Yes,No,No,5,5,10,221,0
CUST-0484,69,Male,Married,Yes,Karachi,Two Year,Credit Card,7350.6,1,Yes,Yes,Yes,2,4,10,311,0
CUST-0485,33,Female,Married,No,Peshawar,Month-to-Month,Cash,2566.68,55,Yes,Yes,Yes,4,3,1,219,0
CUST-0486,30,Female,Married,Yes,Karachi,Month-to-Month,Cash,6506.07,15,Yes,Yes,No,3,5,7,89,1
CUST-0487,67,Female,Single,No,Peshawar,Month-to-Month,Credit Card,7386.94,47,No,No,No,5,5,8,15,1
CUST-0488,59,Female,Married,Yes,Islamabad,Two Year,Credit Card,5022.53,46,Yes,Yes,Yes,2,2,5,246,0
CUST-0489,47,Female,Married,Yes,Karachi,Month-to-Month,Cash,6522.92,58,No,Yes,No,1,0,10,176,0
CUST-0490,36,Female,Single,No,Islamabad,Two Year,Bank Transfer,6437.71,71,Yes,Yes,No,5,2,0,4,0
CUST-0491,34,Female,Single,No,Peshawar,Two Year,Credit Card,1948.68,39,Yes,Yes,No,2,3,0,334,0
CUST-0492,36,Male,Single,No,Islamabad,Month-to-Month,Cash,5509.43,3,Yes,No,No,1,4,10,21,1
CUST-0493,45,Male,Single,No,Karachi,Month-to-Month,Bank Transfer,1201.01,30,Yes,Yes,No,4,4,6,208,1
CUST-0494,43,Male,Married,No,Karachi,One Year,Credit Card,4308.88,35,No,No,Yes,1,2,7,137,1
CUST-0495,54,Male,Married,Yes,Islamabad,Month-to-Month,Credit Card,1716.77,57,Yes,No,Yes,5,1,2,322,0
CUST-0496,43,Male,Single,Yes,Lahore,One Year,Cash,3622.62,29,No,Yes,No,3,2,8,363,0
CUST-0497,70,Female,Single,Yes,Peshawar,Month-to-Month,Bank Transfer,6747.37,50,No,No,No,1,1,3,216,0
CUST-0498,40,Male,Single,No,Peshawar,Month-to-Month,Credit Card,7903.76,62,Yes,Yes,No,3,2,3,117,1
CUST-0499,26,Male,Married,No,Islamabad,One Year,Bank Transfer,2884.7,52,No,Yes,Yes,3,1,2,179,1
CUST-0500,29,Male,Married,No,Lahore,Month-to-Month,Bank Transfer,4489.67,14,No,Yes,Yes,1,1,7,246,0
CUST-0501,70,Male,Single,No,Karachi,Month-to-Month,Credit Card,4334.74,35,Yes,Yes,Yes,4,5,8,128,0
CUST-0502,18,Male,Single,No,Quetta,Month-to-Month,Bank Transfer,7658.01,28,No,Yes,Yes,1,5,0,358,1
CUST-0503,18,Male,Married,No,Quetta,Month-to-Month,Credit Card,4089.38,58,Yes,No,No,2,1,1,78,1
CUST-0504,64,Male,Single,Yes,Islamabad,One Year,Bank Transfer,5743.3,30,Yes,No,No,3,1,0,229,0
CUST-0505,51,Female,Single,Yes,Lahore,Two Year,Credit Card,7413.42,7,No,Yes,Yes,5,0,3,293,0
CUST-0506,49,Female,Married,Yes,Lahore,Month-to-Month,Cash,3300.34,39,No,No,Yes,3,1,9,262,0
CUST-0507,65,Male,Single,Yes,Peshawar,One Year,Credit Card,7265.92,69,No,Yes,No,5,5,6,82,1
CUST-0508,42,Female,Married,Yes,Karachi,One Year,Credit Card,7380.92,35,No,No,No,2,1,6,342,0
CUST-0509,57,Female,Single,No,Lahore,Month-to-Month,Credit Card,7479.97,52,No,No,No,2,4,5,338,0
CUST-0510,62,Female,Single,No,Quetta,Month-to-Month,Bank Transfer,2528.35,14,No,Yes,No,2,0,10,307,0
CUST-0511,70,Female,Married,No,Karachi,Two Year,Cash,3502.67,63,No,No,No,1,1,4,66,0
CUST-0512,18,Male,Married,No,Karachi,One Year,Bank Transfer,7027.97,36,Yes,No,Yes,3,5,10,96,1
CUST-0513,33,Female,Single,No,Islamabad,One Year,Bank Transfer,3193.71,24,Yes,No,No,5,5,3,145,0
CUST-0514,56,Female,Married,No,Lahore,One Year,Credit Card,5001.9,40,Yes,Yes,Yes,2,3,7,65,1
CUST-0515,22,Female,Single,Yes,Islamabad,Month-to-Month,Bank Transfer,1385.41,29,No,No,Yes,2,5,6,9,0
CUST-0516,39,Male,Single,No,Lahore,One Year,Credit Card,922.06,53,No,No,No,5,0,10,357,0
CUST-0517,46,Male,Married,No,Peshawar,One Year,Cash,3589.95,22,No,No,Yes,3,5,10,186,0
CUST-0518,20,Male,Single,No,Islamabad,One Year,Bank Transfer,4841.87,72,Yes,No,Yes,3,4,9,158,0
CUST-0519,29,Male,Single,No,Islamabad,Month-to-Month,Bank Transfer,3445.24,15,Yes,No,No,5,2,0,31,0
CUST-0520,43,Male,Married,Yes,Quetta,Month-to-Month,Bank Transfer,4833.02,69,Yes,No,Yes,4,4,5,151,1
CUST-0521,33,Male,Married,Yes,Islamabad,Month-to-Month,Credit Card,4363.13,64,No,No,No,3,4,1,319,0
CUST-0522,68,Male,Single,No,Lahore,Two Year,Credit Card,5642.8,4,Yes,No,No,5,0,3,242,0
CUST-0523,54,Female,Married,Yes,Quetta,Month-to-Month,Bank Transfer,5371.49,18,Yes,No,Yes,5,0,4,156,0
CUST-0524,39,Female,Married,Yes,Islamabad,Month-to-Month,Bank Transfer,3681.84,42,No,Yes,No,2,3,7,59,0
CUST-0525,46,Female,Married,No,Islamabad,Month-to-Month,Cash,3687.46,30,Yes,No,No,5,5,5,10,0
CUST-0526,31,Male,Married,No,Peshawar,Month-to-Month,Cash,1555.84,15,Yes,No,Yes,1,3,10,345,0
CUST-0527,45,Male,Single,No,Islamabad,One Year,Cash,4349.29,70,Yes,No,No,2,0,1,124,0
CUST-0528,22,Male,Single,No,Karachi,One Year,Cash,4903.84,55,No,No,Yes,2,5,4,356,0
CUST-0529,64,Male,Single,No,Quetta,One Year,Cash,4073.67,53,Yes,No,Yes,3,0,4,346,0
CUST-0530,66,Male,Married,Yes,Karachi,Month-to-Month,Credit Card,2942.81,16,No,Yes,No,4,0,5,282,0
CUST-0531,47,Female,Married,No,Quetta,One Year,Cash,5912.36,34,No,Yes,Yes,3,2,0,237,0
CUST-0532,63,Female,Married,No,Peshawar,Month-to-Month,Cash,1059.96,27,Yes,Yes,No,1,4,7,333,1
CUST-0533,69,Male,Married,No,Islamabad,Month-to-Month,Bank Transfer,7358.3,13,Yes,Yes,Yes,2,3,2,17,0
CUST-0534,22,Male,Married,Yes,Islamabad,Month-to-Month,Credit Card,654.83,27,No,No,No,2,3,4,324,0
CUST-0535,29,Male,Married,No,Islamabad,Month-to-Month,Cash,7717.63,69,No,No,No,5,1,6,23,1
CUST-0536,33,Male,Married,No,Quetta,Month-to-Month,Cash,3967.67,31,No,No,Yes,4,2,2,9,0
CUST-0537,43,Female,Single,No,Islamabad,One Year,Cash,3595.02,3,No,Yes,Yes,4,0,9,207,0
CUST-0538,43,Male,Single,Yes,Karachi,One Year,Bank Transfer,2423.33,30,No,Yes,No,5,0,5,45,0
CUST-0539,65,Male,Married,No,Islamabad,Two Year,Bank Transfer,575.53,21,Yes,Yes,No,1,2,4,331,0
CUST-0540,38,Male,Married,No,Peshawar,Month-to-Month,Bank Transfer,2560.93,6,No,Yes,Yes,4,5,6,27,0
CUST-0541,56,Male,Married,No,Karachi,Month-to-Month,Cash,1320.5,32,Yes,No,No,2,3,9,188,0
CUST-0542,53,Female,Single,Yes,Islamabad,Month-to-Month,Bank Transfer,5448.66,42,No,No,No,1,0,10,140,1
CUST-0543,50,Male,Single,No,Islamabad,Two Year,Cash,2893.06,62,Yes,Yes,Yes,3,1,2,9,0
CUST-0544,47,Male,Married,No,Lahore,One Year,Credit Card,6253.84,32,No,No,Yes,3,3,1,234,0
CUST-0545,54,Female,Married,No,Quetta,One Year,Cash,2051.87,39,Yes,Yes,No,1,4,3,92,0
CUST-0546,40,Female,Single,Yes,Karachi,Month-to-Month,Bank Transfer,7251.76,64,Yes,Yes,Yes,2,2,2,77,0
CUST-0547,27,Female,Single,No,Lahore,One Year,Credit Card,4422.36,30,No,Yes,Yes,3,3,3,340,0
CUST-0548,22,Male,Single,No,Peshawar,Month-to-Month,Cash,1358.8,63,No,Yes,No,2,4,6,244,0
CUST-0549,53,Male,Single,No,Quetta,One Year,Credit Card,3506.34,31,Yes,No,Yes,5,1,4,333,0
CUST-0550,51,Female,Married,Yes,Karachi,Two Year,Credit Card,2050.7,40,Yes,No,Yes,4,5,3,155,0
CUST-0551,69,Female,Single,Yes,Islamabad,Two Year,Credit Card,1997.64,33,Yes,Yes,No,1,2,5,218,0
CUST-0552,48,Female,Single,No,Karachi,One Year,Cash,4297.77,63,No,Yes,Yes,4,5,6,285,0
CUST-0553,27,Female,Married,Yes,Islamabad,Month-to-Month,Bank Transfer,5539.19,25,No,No,No,5,0,10,150,1
CUST-0554,36,Female,Single,Yes,Quetta,Two Year,Cash,7337.14,36,No,No,Yes,3,5,4,329,0
CUST-0555,49,Female,Single,Yes,Islamabad,One Year,Bank Transfer,4266.22,24,No,Yes,Yes,2,0,6,88,0
CUST-0556,18,Male,Single,No,Peshawar,Month-to-Month,Cash,7743.79,58,Yes,Yes,No,2,4,2,106,1
CUST-0557,22,Male,Married,No,Islamabad,Month-to-Month,Cash,7562.26,39,No,Yes,Yes,5,3,6,294,0
CUST-0558,62,Male,Single,Yes,Peshawar,Month-to-Month,Cash,6987.97,46,No,Yes,Yes,1,1,2,95,1
CUST-0559,21,Female,Married,Yes,Quetta,Month-to-Month,Bank Transfer,4249.83,10,No,Yes,Yes,4,4,5,253,1
CUST-0560,33,Female,Married,Yes,Quetta,Month-to-Month,Cash,1556.78,32,No,No,Yes,3,1,7,39,0
CUST-0561,41,Female,Single,No,Karachi,One Year,Credit Card,2134.28,36,No,No,Yes,1,5,5,255,0
CUST-0562,33,Female,Single,No,Peshawar,Month-to-Month,Cash,5357.53,28,Yes,Yes,Yes,5,1,9,54,0
CUST-0563,19,Female,Single,Yes,Peshawar,Month-to-Month,Credit Card,3663.16,16,No,Yes,No,5,5,10,243,0
CUST-0564,66,Female,Single,Yes,Lahore,One Year,Bank Transfer,1601.01,16,Yes,Yes,Yes,2,1,2,110,0
CUST-0565,45,Male,Married,Yes,Lahore,Two Year,Bank Transfer,4092.45,18,No,Yes,Yes,3,2,4,254,0
CUST-0566,49,Male,Single,Yes,Lahore,One Year,Cash,630.73,8,No,No,No,1,4,8,112,0
CUST-0567,44,Female,Single,No,Islamabad,Month-to-Month,Cash,6004.22,70,No,No,No,2,2,7,174,1
CUST-0568,37,Male,Single,Yes,Lahore,Two Year,Cash,1051.86,1,No,Yes,No,3,3,5,189,0
CUST-0569,41,Female,Married,No,Peshawar,Two Year,Credit Card,5218.35,62,Yes,No,Yes,4,3,8,221,0
CUST-0570,29,Male,Single,Yes,Islamabad,Month-to-Month,Bank Transfer,6447.58,38,Yes,Yes,No,4,0,1,249,1
CUST-0571,67,Female,Single,Yes,Quetta,Month-to-Month,Credit Card,1494.83,45,No,Yes,No,2,0,10,52,0
CUST-0572,52,Female,Married,Yes,Karachi,One Year,Credit Card,4389.79,58,Yes,No,Yes,1,0,8,162,0
CUST-0573,50,Male,Married,Yes,Lahore,Two Year,Cash,6343.01,1,Yes,Yes,No,3,3,9,35,0
CUST-0574,50,Male,Single,Yes,Quetta,Two Year,Cash,2454.75,32,No,No,Yes,4,1,9,37,0
CUST-0575,68,Female,Single,No,Peshawar,Two Year,Credit Card,1721.87,8,Yes,Yes,Yes,4,5,5,334,0
CUST-0576,60,Female,Single,Yes,Karachi,One Year,Credit Card,3026.14,40,Yes,Yes,Yes,1,1,8,317,0
CUST-0577,54,Male,Single,Yes,Quetta,One Year,Cash,4660.24,56,No,Yes,Yes,2,4,3,111,0
CUST-0578,29,Male,Single,Yes,Karachi,Month-to-Month,Cash,4814.6,63,No,Yes,Yes,5,3,4,177,0
CUST-0579,20,Female,Married,No,Lahore,Month-to-Month,Credit Card,1481.57,36,Yes,No,No,3,5,1,9,0
CUST-0580,18,Male,Married,No,Peshawar,Month-to-Month,Cash,3931.77,57,No,Yes,Yes,4,5,2,275,0
CUST-0581,50,Female,Single,No,Karachi,One Year,Cash,2512.12,45,No,No,No,5,5,0,121,1
CUST-0582,57,Female,Single,No,Quetta,One Year,Credit Card,6815.18,2,No,No,Yes,1,0,3,105,0
CUST-0583,27,Female,Married,Yes,Lahore,One Year,Credit Card,2851.81,68,Yes,Yes,No,2,5,1,156,0
CUST-0584,60,Female,Single,Yes,Lahore,Month-to-Month,Bank Transfer,6790.28,50,No,No,Yes,3,5,1,336,0
CUST-0585,61,Male,Single,Yes,Quetta,One Year,Credit Card,3714.23,29,No,Yes,Yes,1,3,0,26,0
CUST-0586,46,Male,Single,No,Quetta,Month-to-Month,Cash,5949.39,10,Yes,No,Yes,2,1,9,296,1
CUST-0587,30,Male,Single,Yes,Karachi,Month-to-Month,Credit Card,4325.45,27,Yes,No,No,1,1,1,25,0
CUST-0588,29,Male,Single,Yes,Islamabad,One Year,Credit Card,5164.72,15,Yes,Yes,No,4,2,3,355,1
CUST-0589,48,Male,Married,No,Lahore,One Year,Credit Card,3465.17,60,Yes,Yes,No,4,2,5,69,0
CUST-0590,63,Male,Single,No,Karachi,Two Year,Bank Transfer,6261.55,31,Yes,No,Yes,5,4,6,327,0
CUST-0591,19,Male,Single,No,Quetta,Month-to-Month,Bank Transfer,3688.92,21,No,Yes,Yes,1,3,6,151,1
CUST-0592,68,Female,Single,Yes,Karachi,Month-to-Month,Cash,3930.96,60,Yes,Yes,No,4,2,6,345,1
CUST-0593,67,Male,Married,Yes,Quetta,Month-to-Month,Bank Transfer,4382.59,58,No,No,Yes,2,2,3,65,0
CUST-0594,52,Male,Married,No,Peshawar,Month-to-Month,Credit Card,6738.68,41,Yes,No,No,5,3,4,150,0
CUST-0595,40,Female,Married,Yes,Quetta,Two Year,Bank Transfer,5445.34,46,No,Yes,Yes,3,1,10,320,0
CUST-0596,34,Male,Married,No,Quetta,One Year,Credit Card,3118.7,45,No,No,No,1,4,2,245,0
CUST-0597,43,Male,Single,No,Quetta,Two Year,Bank Transfer,5527.4,26,Yes,Yes,No,4,4,0,58,1
CUST-0598,25,Female,Married,Yes,Islamabad,Month-to-Month,Bank Transfer,5318.2,51,Yes,Yes,Yes,2,4,7,156,0
CUST-0599,46,Male,Single,No,Quetta,Two Year,Bank Transfer,7482.64,36,Yes,No,No,1,2,9,112,1
CUST-0600,43,Male,Single,No,Lahore,Month-to-Month,Credit Card,6810.62,52,Yes,Yes,Yes,2,1,10,123,1
CUST-0601,27,Male,Married,No,Lahore,Two Year,Bank Transfer,5355.85,51,Yes,No,Yes,5,4,6,353,0
CUST-0602,43,Female,Married,Yes,Karachi,Month-to-Month,Credit Card,3061.3,3,Yes,Yes,Yes,4,3,8,362,1
CUST-0603,51,Male,Married,No,Islamabad,Month-to-Month,Credit Card,6346.82,14,No,Yes,No,4,4,9,203,0
CUST-0604,68,Male,Married,No,Karachi,One Year,Cash,4814.06,49,No,Yes,No,5,0,3,4,0
CUST-0605,58,Female,Married,No,Lahore,Two Year,Bank Transfer,7889.52,1,No,No,No,2,1,4,129,1
CUST-0606,24,Male,Single,No,Lahore,Month-to-Month,Cash,2356.3,57,No,No,Yes,1,0,4,26,0
CUST-0607,21,Female,Married,No,Peshawar,Month-to-Month,Cash,1097.42,17,No,Yes,Yes,2,1,6,289,1
CUST-0608,70,Female,Married,No,Quetta,Two Year,Credit Card,1024.19,50,Yes,No,No,1,5,8,27,0
CUST-0609,67,Male,Married,No,Lahore,Month-to-Month,Bank Transfer,5300.23,14,Yes,No,Yes,5,3,7,42,0
CUST-0610,62,Female,Single,Yes,Karachi,Month-to-Month,Credit Card,7544.45,59,No,Yes,Yes,3,5,6,71,0
CUST-0611,28,Female,Married,Yes,Karachi,Month-to-Month,Credit Card,514.49,3,No,No,No,1,2,0,64,1
CUST-0612,46,Male,Single,No,Quetta,Month-to-Month,Bank Transfer,5943.28,40,Yes,No,No,4,2,9,25,0
CUST-0613,53,Female,Married,Yes,Quetta,Two Year,Credit Card,5427.99,66,Yes,No,Yes,4,5,5,72,0
CUST-0614,42,Female,Married,Yes,Peshawar,One Year,Bank Transfer,5992.28,34,Yes,Yes,Yes,4,1,9,361,1
CUST-0615,38,Male,Single,No,Islamabad,One Year,Bank Transfer,3165.54,9,Yes,Yes,No,2,4,8,268,1
CUST-0616,53,Male,Married,Yes,Karachi,Two Year,Credit Card,6653.72,21,No,No,No,2,0,6,314,0
CUST-0617,27,Male,Single,No,Quetta,Month-to-Month,Credit Card,835.3,25,No,Yes,Yes,2,3,0,95,0
CUST-0618,54,Female,Single,No,Karachi,Month-to-Month,Cash,6165.73,44,Yes,No,Yes,4,4,8,357,1
CUST-0619,26,Male,Single,No,Quetta,Month-to-Month,Credit Card,2503.04,25,Yes,Yes,Yes,1,2,2,364,1
CUST-0620,41,Female,Married,No,Lahore,Month-to-Month,Bank Transfer,4076.28,9,No,No,No,4,4,8,315,1
CUST-0621,52,Female,Married,No,Karachi,Month-to-Month,Cash,6669.77,62,No,Yes,Yes,1,5,3,117,0
CUST-0622,66,Female,Married,Yes,Lahore,Two Year,Bank Transfer,2535.19,26,No,No,Yes,2,5,8,164,1
CUST-0623,52,Female,Single,No,Karachi,One Year,Cash,1889.06,57,Yes,Yes,Yes,3,0,7,365,0
CUST-0624,65,Female,Married,Yes,Islamabad,Month-to-Month,Credit Card,5609.85,37,No,No,Yes,2,2,6,278,1
CUST-0625,53,Female,Single,No,Peshawar,One Year,Credit Card,4500.46,16,Yes,Yes,Yes,5,1,3,65,0
CUST-0626,35,Female,Married,No,Lahore,One Year,Credit Card,4358.03,37,Yes,Yes,Yes,1,3,8,306,0
CUST-0627,66,Male,Single,No,Quetta,Two Year,Bank Transfer,2425.77,24,Yes,Yes,No,3,5,3,260,0
CUST-0628,56,Male,Single,Yes,Islamabad,Two Year,Cash,761.6,26,No,No,No,2,3,0,228,0
CUST-0629,49,Female,Single,No,Karachi,One Year,Bank Transfer,3577.02,20,No,No,No,3,2,5,200,0
CUST-0630,41,Female,Married,No,Lahore,One Year,Cash,1299.2,9,Yes,No,Yes,4,1,3,220,0
CUST-0631,40,Male,Single,No,Karachi,One Year,Credit Card,7294.92,29,No,Yes,No,1,5,9,180,1
CUST-0632,49,Female,Single,No,Karachi,One Year,Bank Transfer,809.38,31,Yes,No,Yes,5,0,2,358,1
CUST-0633,54,Male,Single,Yes,Karachi,Month-to-Month,Credit Card,3737.38,19,No,Yes,Yes,4,3,4,228,0
CUST-0634,29,Male,Single,No,Peshawar,Month-to-Month,Bank Transfer,891.84,20,Yes,Yes,Yes,3,2,2,252,0
CUST-0635,66,Male,Single,Yes,Peshawar,One Year,Credit Card,1216.58,27,Yes,Yes,Yes,2,3,10,299,0
CUST-0636,30,Female,Single,No,Quetta,Month-to-Month,Bank Transfer,5441.5,44,No,No,Yes,1,1,8,361,1
CUST-0637,40,Female,Married,Yes,Lahore,Month-to-Month,Bank Transfer,5353.33,35,No,Yes,No,5,0,5,4,1
CUST-0638,42,Male,Married,Yes,Islamabad,One Year,Cash,747.89,71,Yes,No,No,2,1,2,141,0
CUST-0639,52,Male,Single,No,Islamabad,Month-to-Month,Credit Card,508.49,22,No,No,No,5,5,4,166,1
CUST-0640,58,Male,Married,No,Islamabad,One Year,Cash,1091.14,15,Yes,Yes,Yes,1,4,7,254,1
CUST-0641,47,Male,Married,Yes,Karachi,One Year,Cash,6222.49,13,Yes,No,No,3,1,7,153,1
CUST-0642,34,Male,Single,No,Peshawar,Two Year,Credit Card,4884.32,4,Yes,Yes,Yes,5,1,5,67,0
CUST-0643,66,Female,Single,No,Lahore,Month-to-Month,Bank Transfer,785.89,56,Yes,Yes,No,1,3,4,55,1
CUST-0644,37,Male,Single,No,Karachi,Month-to-Month,Cash,4160.73,23,Yes,No,No,5,1,4,96,0
CUST-0645,65,Female,Married,Yes,Peshawar,One Year,Credit Card,5840.22,34,Yes,Yes,No,2,2,0,167,0
CUST-0646,42,Male,Single,No,Peshawar,Two Year,Bank Transfer,7017.14,17,Yes,Yes,No,5,5,1,321,1
CUST-0647,39,Female,Married,No,Lahore,Two Year,Cash,7505.27,28,Yes,Yes,No,2,3,10,331,0
CUST-0648,30,Female,Single,No,Lahore,Month-to-Month,Cash,2955.8,14,No,No,No,2,3,3,342,0
CUST-0649,36,Female,Married,Yes,Lahore,Month-to-Month,Cash,1518.74,34,No,No,Yes,1,4,5,62,0
CUST-0650,66,Female,Single,No,Karachi,Two Year,Bank Transfer,2276.94,57,Yes,No,Yes,4,5,10,174,0
CUST-0651,53,Female,Single,Yes,Quetta,Month-to-Month,Cash,6321.29,55,Yes,Yes,Yes,5,2,6,253,1
CUST-0652,29,Female,Married,No,Lahore,One Year,Bank Transfer,7786.13,66,Yes,Yes,Yes,3,5,0,112,0
CUST-0653,58,Male,Married,Yes,Quetta,Month-to-Month,Cash,3997.95,37,No,No,Yes,2,1,7,215,0
CUST-0654,36,Female,Married,No,Karachi,Month-to-Month,Credit Card,2790.15,68,Yes,No,No,4,4,0,239,1
CUST-0655,29,Male,Married,No,Quetta,Month-to-Month,Cash,3718.93,26,Yes,No,Yes,2,2,8,227,0
CUST-0656,26,Female,Married,Yes,Islamabad,Month-to-Month,Credit Card,2786.1,61,Yes,No,Yes,4,4,3,230,0
CUST-0657,24,Female,Married,Yes,Quetta,One Year,Credit Card,2423.66,67,No,No,Yes,4,5,6,233,0
CUST-0658,45,Male,Single,Yes,Lahore,Two Year,Credit Card,4953.13,52,No,Yes,Yes,3,0,10,163,0
CUST-0659,31,Female,Married,No,Karachi,Month-to-Month,Bank Transfer,618.02,18,No,No,Yes,4,5,5,126,0
CUST-0660,48,Male,Single,No,Lahore,Two Year,Credit Card,2446.64,53,Yes,Yes,Yes,3,1,8,253,0
CUST-0661,69,Male,Single,No,Islamabad,Month-to-Month,Cash,5460.37,63,Yes,Yes,Yes,1,4,1,333,0
CUST-0662,36,Male,Married,No,Lahore,One Year,Bank Transfer,740.47,53,No,Yes,Yes,2,0,10,199,0
CUST-0663,64,Male,Single,Yes,Lahore,Month-to-Month,Credit Card,1124.01,27,Yes,Yes,Yes,3,1,6,197,1
CUST-0664,33,Female,Married,No,Lahore,Two Year,Bank Transfer,2700.47,31,No,No,No,2,4,10,122,0
CUST-0665,70,Female,Married,No,Peshawar,One Year,Bank Transfer,7083.54,1,No,Yes,Yes,5,4,4,264,0
CUST-0666,22,Male,Single,No,Islamabad,One Year,Bank Transfer,6236.65,6,Yes,No,Yes,1,5,6,54,1
CUST-0667,52,Female,Single,No,Lahore,Two Year,Cash,666.17,11,Yes,Yes,No,5,4,0,135,0
CUST-0668,29,Female,Married,No,Lahore,One Year,Credit Card,4262.85,34,Yes,No,No,5,4,10,339,0
CUST-0669,42,Male,Married,No,Lahore,Two Year,Bank Transfer,2560.16,63,Yes,No,Yes,4,3,10,359,1
CUST-0670,69,Female,Single,No,Karachi,One Year,Bank Transfer,5364.84,53,No,Yes,Yes,4,4,9,151,0
CUST-0671,38,Male,Single,Yes,Peshawar,Two Year,Bank Transfer,5911.65,18,No,No,Yes,5,5,8,100,0
CUST-0672,53,Male,Single,No,Karachi,One Year,Credit Card,6971.47,21,No,Yes,No,4,3,0,234,0
CUST-0673,70,Female,Single,No,Peshawar,Month-to-Month,Bank Transfer,4065.62,19,No,No,Yes,2,3,4,32,1
CUST-0674,40,Female,Married,No,Lahore,One Year,Bank Transfer,7958.38,4,No,Yes,No,4,0,7,62,0
CUST-0675,33,Female,Married,No,Islamabad,Month-to-Month,Cash,7849.9,29,No,Yes,No,5,1,0,196,0
CUST-0676,56,Male,Married,Yes,Quetta,One Year,Credit Card,7116.25,25,Yes,No,No,4,3,6,30,1
CUST-0677,62,Male,Married,Yes,Quetta,Month-to-Month,Cash,4811.52,56,No,No,No,4,2,1,243,0
CUST-0678,70,Female,Single,Yes,Lahore,One Year,Credit Card,3485.05,63,Yes,Yes,No,3,3,6,106,0
CUST-0679,59,Female,Single,Yes,Karachi,Month-to-Month,Credit Card,3232.9,27,Yes,Yes,Yes,3,2,6,295,0
CUST-0680,56,Female,Married,Yes,Islamabad,Month-to-Month,Credit Card,590.94,60,No,No,Yes,5,0,8,133,0
CUST-0681,31,Female,Married,Yes,Peshawar,Month-to-Month,Cash,2368.81,49,No,Yes,No,2,2,5,22,0
CUST-0682,48,Male,Married,No,Lahore,Two Year,Cash,5891.06,65,Yes,Yes,No,1,0,3,156,0
CUST-0683,22,Female,Married,Yes,Islamabad,Month-to-Month,Cash,5027.24,38,Yes,Yes,No,1,0,6,214,1
CUST-0684,52,Male,Married,Yes,Islamabad,Month-to-Month,Cash,7373.17,52,No,No,No,5,0,6,226,1
CUST-0685,40,Male,Married,No,Peshawar,One Year,Bank Transfer,875.17,1,No,Yes,Yes,2,2,3,285,1
CUST-0686,46,Female,Married,Yes,Islamabad,One Year,Bank Transfer,1664.57,40,Yes,Yes,No,2,2,1,171,0
CUST-0687,60,Female,Married,No,Karachi,Month-to-Month,Bank Transfer,6419.33,21,No,No,No,2,0,10,42,1
CUST-0688,28,Female,Married,No,Karachi,Month-to-Month,Credit Card,3188.81,15,No,Yes,Yes,3,0,8,60,1
CUST-0689,35,Male,Single,Yes,Karachi,Month-to-Month,Bank Transfer,1387.59,50,No,Yes,Yes,5,1,7,77,1
CUST-0690,64,Female,Married,No,Islamabad,Two Year,Credit Card,7973.38,48,No,Yes,Yes,1,0,4,202,1
CUST-0691,29,Female,Single,Yes,Karachi,Month-to-Month,Cash,6404.38,32,No,Yes,Yes,2,4,4,220,0
CUST-0692,26,Male,Single,Yes,Peshawar,Month-to-Month,Credit Card,3565.56,49,Yes,No,No,5,1,0,187,0
CUST-0693,27,Female,Married,No,Islamabad,Month-to-Month,Credit Card,6675.11,68,No,Yes,No,1,1,10,96,0
CUST-0694,61,Male,Married,No,Quetta,Month-to-Month,Bank Transfer,5604.53,45,No,Yes,No,3,1,8,342,1
CUST-0695,34,Female,Single,Yes,Islamabad,One Year,Cash,6424.81,32,Yes,Yes,No,4,4,10,212,0
CUST-0696,55,Male,Single,No,Peshawar,Month-to-Month,Cash,6614.05,4,Yes,Yes,No,1,1,9,340,1
CUST-0697,24,Female,Married,No,Quetta,Month-to-Month,Bank Transfer,1135.47,65,No,Yes,No,1,1,10,262,0
CUST-0698,63,Female,Single,Yes,Islamabad,Month-to-Month,Cash,5172.3,71,No,No,No,1,2,7,329,1
CUST-0699,30,Male,Married,Yes,Karachi,Month-to-Month,Cash,550.89,65,Yes,No,No,4,5,4,77,0
CUST-0700,57,Male,Married,No,Lahore,Month-to-Month,Cash,825.92,18,No,Yes,No,2,2,9,31,0
CUST-0701,59,Female,Married,Yes,Lahore,Two Year,Bank Transfer,7279.85,54,No,Yes,Yes,4,0,5,39,0
CUST-0702,26,Male,Single,Yes,Karachi,One Year,Cash,4456.73,47,No,No,No,1,0,9,306,0
CUST-0703,67,Male,Single,Yes,Lahore,Two Year,Credit Card,6019.26,6,Yes,No,Yes,3,3,10,334,0
CUST-0704,44,Male,Married,Yes,Lahore,Two Year,Credit Card,6788.76,66,No,No,Yes,1,5,9,214,1
CUST-0705,19,Male,Single,Yes,Karachi,One Year,Cash,7621.9,9,No,Yes,Yes,3,4,7,126,0
CUST-0706,22,Female,Single,Yes,Karachi,Month-to-Month,Bank Transfer,7020.15,68,Yes,Yes,Yes,5,2,5,165,1
CUST-0707,46,Female,Single,Yes,Islamabad,One Year,Bank Transfer,4124.84,23,No,Yes,No,3,0,9,246,0
